pt_code;Attribut;Valeur N-1;Valeur N;Type
1340927;;;;Ajout
1339615;;;;Ajout
1367041;;;;Ajout
1340236;;;;Ajout
1337400;;;;Ajout
1352009;;;;Ajout
1337566;;;;Ajout
1338589;;;;Ajout
1337426;;;;Ajout
1337828;;;;Ajout
1339291;;;;Ajout
1340093;;;;Ajout
1345319;;;;Ajout
1345327;;;;Ajout
1341891;;;;Ajout
1343700;;;;Ajout
1347490;;;;Ajout
1341050;;;;Ajout
1352278;;;;Ajout
1350548;;;;Ajout
1341254;;;;Ajout
1339307;;;;Ajout
1346751;;;;Ajout
1341697;;;;Ajout
1346562;;;;Ajout
1346691;;;;Ajout
1346417;;;;Ajout
1338660;;;;Ajout
1340681;;;;Ajout
1340659;;;;Ajout
1724806;;;;Ajout
1347289;;;;Ajout
1348765;;;;Ajout
1351502;;;;Ajout
1347904;;;;Ajout
1337912;;;;Ajout
1341740;;;;Ajout
1348576;;;;Ajout
1353520;;;;Ajout
1337261;;;;Ajout
1337577;;;;Ajout
1347659;;;;Ajout
1342643;;;;Ajout
1352240;;;;Ajout
1346603;;;;Ajout
1347776;;;;Ajout
1418899;;;;Ajout
1347668;;;;Ajout
1346853;;;;Ajout
1337207;;;;Ajout
1337691;;;;Ajout
1345462;;;;Ajout
1345405;;;;Ajout
1347449;;;;Ajout
1337947;;;;Ajout
1342034;;;;Ajout
1337594;;;;Ajout
1348061;;;;Ajout
1342647;;;;Ajout
1347290;;;;Ajout
1337563;;;;Ajout
1337705;;;;Ajout
1345808;;;;Ajout
1338737;;;;Ajout
1353274;;;;Ajout
1348611;;;;Ajout
1353453;;;;Ajout
1337831;;;;Ajout
1340680;;;;Ajout
2521586;;;;Ajout
1340317;;;;Ajout
3436146;;;;Ajout
1347999;;;;Ajout
1360644;;;;Ajout
1339927;;;;Ajout
1338967;;;;Ajout
1338279;;;;Ajout
1352534;;;;Ajout
1342604;;;;Ajout
1340683;;;;Ajout
1348109;;;;Ajout
1338653;;;;Ajout
1347291;;;;Ajout
1337709;;;;Ajout
1341158;;;;Ajout
1348529;;;;Ajout
1337587;;;;Ajout
1340921;;;;Ajout
1348024;;;;Ajout
1346621;;;;Ajout
1344786;;;;Ajout
1338327;;;;Ajout
1338658;;;;Ajout
1342609;;;;Ajout
1353631;;;;Ajout
1339569;;;;Ajout
1346036;;;;Ajout
1347967;;;;Ajout
1346450;;;;Ajout
1337335;;;;Ajout
1345903;;;;Ajout
1353135;;;;Ajout
1348622;;;;Ajout
1348507;;;;Ajout
1342589;;;;Ajout
1360648;;;;Ajout
1338010;;;;Ajout
1339538;;;;Ajout
1339811;;;;Ajout
1338938;;;;Ajout
1345448;;;;Ajout
1360642;;;;Ajout
1346565;;;;Ajout
1344378;;;;Ajout
1340188;;;;Ajout
1337768;;;;Ajout
1338816;;;;Ajout
1341930;;;;Ajout
1339237;;;;Ajout
1339466;;;;Ajout
1348617;;;;Ajout
1346806;;;;Ajout
1337933;;;;Ajout
1337556;;;;Ajout
1347125;;;;Ajout
1338770;;;;Ajout
1339375;;;;Ajout
1341906;;;;Ajout
1341420;;;;Ajout
1337484;;;;Ajout
1340718;;;;Ajout
1352997;;;;Ajout
1346689;;;;Ajout
1348940;;;;Ajout
1346848;;;;Ajout
1348367;;;;Ajout
1337567;;;;Ajout
1339360;;;;Ajout
1345972;;;;Ajout
1338876;;;;Ajout
1339366;;;;Ajout
1338847;;;;Ajout
1350245;;;;Ajout
1337591;;;;Ajout
1347354;;;;Ajout
1338911;;;;Ajout
1348001;;;;Ajout
1339255;;;;Ajout
1348123;;;;Ajout
1339247;;;;Ajout
1339604;;;;Ajout
1360969;;;;Ajout
1346843;;;;Ajout
1347491;;;;Ajout
1347923;;;;Ajout
1340738;;;;Ajout
1338035;;;;Ajout
1348007;;;;Ajout
1337928;;;;Ajout
1350257;;;;Ajout
1346764;;;;Ajout
1338431;;;;Ajout
1338886;;;;Ajout
1339034;;;;Ajout
1351776;;;;Ajout
1339469;;;;Ajout
1338142;;;;Ajout
1338869;;;;Ajout
1369921;;;;Ajout
1338628;;;;Ajout
1341081;;;;Ajout
1347542;;;;Ajout
1339485;;;;Ajout
1345778;;;;Ajout
1342477;;;;Ajout
1348941;;;;Ajout
1347798;;;;Ajout
1339625;;;;Ajout
1338560;;;;Ajout
1346046;;;;Ajout
1337698;;;;Ajout
1337668;;;;Ajout
1345927;;;;Ajout
1340640;;;;Ajout
2567351;;;;Ajout
1351513;;;;Ajout
1340180;;;;Ajout
1337447;;;;Ajout
1343052;;;;Ajout
2631358;;;;Ajout
1337255;;;;Ajout
1353503;;;;Ajout
1338646;;;;Ajout
1345047;;;;Ajout
1348950;;;;Ajout
1346732;;;;Ajout
1337986;;;;Ajout
1341794;;;;Ajout
1344306;;;;Ajout
167871;;;;Ajout
1338253;;;;Ajout
1348375;;;;Ajout
1338103;;;;Ajout
1345408;;;;Ajout
1348661;;;;Ajout
1350247;;;;Ajout
1337575;;;;Ajout
1340780;;;;Ajout
1337727;;;;Ajout
1346034;;;;Ajout
1337715;;;;Ajout
1344825;;;;Ajout
1340525;;;;Ajout
1802870;;;;Ajout
1337369;;;;Ajout
1340676;;;;Ajout
1344753;;;;Ajout
1345943;;;;Ajout
1348557;;;;Ajout
1353372;;;;Ajout
1338136;;;;Ajout
1341321;;;;Ajout
1347767;;;;Ajout
1341881;;;;Ajout
1345364;;;;Ajout
1339344;;;;Ajout
1341780;;;;Ajout
1337887;;;;Ajout
1353495;;;;Ajout
1337771;;;;Ajout
1338996;;;;Ajout
1346720;;;;Ajout
1338866;;;;Ajout
1339685;;;;Ajout
1338043;;;;Ajout
1348518;;;;Ajout
1348981;;;;Ajout
1352082;;;;Ajout
1341058;;;;Ajout
190735;;;;Ajout
1340240;;;;Ajout
1348011;;;;Ajout
1347409;;;;Ajout
175725;;;;Ajout
1340684;;;;Ajout
1345365;;;;Ajout
1337696;;;;Ajout
1337609;;;;Ajout
1337582;;;;Ajout
1348610;;;;Ajout
1344785;;;;Ajout
1347281;;;;Ajout
1350251;;;;Ajout
1360646;;;;Ajout
1341870;;;;Ajout
1348478;;;;Ajout
1347428;;;;Ajout
1348969;;;;Ajout
1350372;;;;Ajout
1339479;;;;Ajout
1348746;;;;Ajout
1347655;;;;Ajout
181147;;;;Ajout
1348000;;;;Ajout
1345458;;;;Ajout
1348612;;;;Ajout
1338825;;;;Ajout
1345965;;;;Ajout
1338425;;;;Ajout
1339244;;;;Ajout
1346680;;;;Ajout
1065921;;;;Ajout
1351997;;;;Ajout
1348503;;;;Ajout
1338323;;;;Ajout
1339359;;;;Ajout
1351747;;;;Ajout
1338248;;;;Ajout
1340661;;;;Ajout
1338073;;;;Ajout
1341915;;;;Ajout
1353143;;;;Ajout
1766402;;;;Ajout
1338612;;;;Ajout
1347192;;;;Ajout
1346841;;;;Ajout
1337605;;;;Ajout
173589;;;;Ajout
1346736;;;;Ajout
1346737;;;;Ajout
1351648;;;;Ajout
1348377;;;;Ajout
1344283;;;;Ajout
1345464;;;;Ajout
1338813;;;;Ajout
182074;;;;Ajout
1337975;;;;Ajout
1802869;;;;Ajout
1344876;;;;Ajout
1337951;;;;Ajout
1348566;;;;Ajout
1341950;;;;Ajout
1339235;;;;Ajout
1337918;;;;Ajout
1347288;;;;Ajout
1338296;;;;Ajout
1339233;;;;Ajout
1338245;;;;Ajout
1337711;;;;Ajout
1346838;;;;Ajout
1337480;;;;Ajout
1351722;;;;Ajout
1343831;;;;Ajout
1342751;;;;Ajout
1200321;;;;Ajout
1348067;;;;Ajout
174194;;;;Ajout
1348499;;;;Ajout
1339987;;;;Ajout
1346604;;;;Ajout
1340110;;;;Ajout
1337606;;;;Ajout
1347135;;;;Ajout
1353393;;;;Ajout
1345988;;;;Ajout
1360965;;;;Ajout
1341999;;;;Ajout
1347456;;;;Ajout
1338165;;;;Ajout
1351869;;;;Ajout
1339675;;;;Ajout
1340771;;;;Ajout
1337982;;;;Ajout
1344766;;;;Ajout
1337303;;;;Ajout
1339981;;;;Ajout
1348988;;;;Ajout
7609946;;;;Ajout
1337720;;;;Ajout
1337503;;;;Ajout
1339443;;;;Ajout
521924;;;;Ajout
1341946;;;;Ajout
1351640;;;;Ajout
1337647;;;;Ajout
1345453;;;;Ajout
1338102;;;;Ajout
1339372;;;;Ajout
1347124;;;;Ajout
1339932;;;;Ajout
1338498;;;;Ajout
1338915;;;;Ajout
1337455;;;;Ajout
1338965;;;;Ajout
1345455;;;;Ajout
1338315;;;;Ajout
1353498;;;;Ajout
1339258;;;;Ajout
1338304;;;;Ajout
1347130;;;;Ajout
1348741;;;;Ajout
1343938;;;;Ajout
1339955;;;;Ajout
1351996;;;;Ajout
1346043;;;;Ajout
1337410;;;;Ajout
1339641;;;;Ajout
1338723;;;;Ajout
1347997;;;;Ajout
1337296;;;;Ajout
1339406;;;;Ajout
1344913;;;;Ajout
1337908;;;;Ajout
1337987;;;;Ajout
1338168;;;;Ajout
1337822;;;;Ajout
1346747;;;;Ajout
1339502;;;;Ajout
1339599;;;;Ajout
1347365;;;;Ajout
1347372;;;;Ajout
1346807;;;;Ajout
1348990;;;;Ajout
1350250;;;;Ajout
1341829;;;;Ajout
1338436;;;;Ajout
1339929;;;;Ajout
1346760;;;;Ajout
1337270;;;;Ajout
168330;;;;Ajout
1338104;;;;Ajout
521923;;;;Ajout
1339704;;;;Ajout
1337286;;;;Ajout
1345506;;;;Ajout
1339536;;;;Ajout
1352802;;;;Ajout
1343800;;;;Ajout
1335123;;;;Ajout
1337318;;;;Ajout
1352255;;;;Ajout
1352134;;;;Ajout
1337864;;;;Ajout
1338662;;;;Ajout
1338897;;;;Ajout
1341931;;;;Ajout
1338047;;;;Ajout
1337266;;;;Ajout
1339617;;;;Ajout
1338416;;;;Ajout
1350241;;;;Ajout
1352282;;;;Ajout
1337333;;;;Ajout
1347418;;;;Ajout
1340106;;;;Ajout
1348035;;;;Ajout
1346733;;;;Ajout
493121;;;;Ajout
1337340;;;;Ajout
1347401;;;;Ajout
1352095;;;;Ajout
1337371;;;;Ajout
1345960;;;;Ajout
1340054;;;;Ajout
1343701;;;;Ajout
1337490;;;;Ajout
1346617;;;;Ajout
1345913;;;;Ajout
1344918;;;;Ajout
1351793;;;;Ajout
1340088;;;;Ajout
1344874;;;;Ajout
1342043;;;;Ajout
1338633;;;;Ajout
292482;;;;Ajout
1346811;;;;Ajout
1338076;;;;Ajout
1341759;;;;Ajout
1337588;;;;Ajout
1339803;;;;Ajout
1338268;;;;Ajout
1338140;;;;Ajout
1348477;;;;Ajout
1340931;;;;Ajout
1340077;;;;Ajout
1340652;;;;Ajout
1345380;;;;Ajout
1340115;;;;Ajout
1339279;;;;Ajout
1337922;;;;Ajout
1347882;;;;Ajout
1345384;;;;Ajout
1339452;;;;Ajout
1350258;;;;Ajout
1347137;;;;Ajout
1347763;;;;Ajout
1339497;;;;Ajout
1352127;;;;Ajout
1345978;;;;Ajout
1340084;;;;Ajout
1340643;;;;Ajout
1338718;;;;Ajout
1341273;;;;Ajout
1346533;;;;Ajout
1339363;;;;Ajout
1347315;;;;Ajout
1338920;;;;Ajout
1338186;;;;Ajout
1347422;;;;Ajout
1351498;;;;Ajout
1337645;;;;Ajout
1339579;;;;Ajout
1337643;;;;Ajout
1337967;;;;Ajout
1334660;;;;Ajout
1343705;;;;Ajout
1340465;;;;Ajout
1338672;;;;Ajout
1344752;;;;Ajout
1340691;;;;Ajout
1348112;;;;Ajout
1340492;;;;Ajout
1337292;;;;Ajout
1348497;;;;Ajout
1348294;;;;Ajout
1351867;;;;Ajout
1340744;;;;Ajout
1351859;;;;Ajout
1347895;;;;Ajout
7777006;;;;Ajout
1339427;;;;Ajout
1346594;;;;Ajout
1338867;;;;Ajout
1348090;;;;Ajout
1347662;;;;Ajout
1338138;;;;Ajout
1338833;;;;Ajout
1337848;;;;Ajout
1339426;;;;Ajout
1338437;;;;Ajout
1348111;;;;Ajout
1331692;;;;Ajout
1339312;;;;Ajout
1345777;;;;Ajout
1345970;;;;Ajout
1337412;;;;Ajout
1337893;;;;Ajout
1353237;;;;Ajout
1351790;;;;Ajout
1339358;;;;Ajout
1337992;;;;Ajout
1352155;;;;Ajout
1339231;;;;Ajout
1338858;;;;Ajout
1343827;;;;Ajout
1339423;;;;Ajout
1341409;;;;Ajout
1337278;;;;Ajout
1339336;;;;Ajout
1337626;;;;Ajout
1343718;;;;Ajout
1338971;;;;Ajout
1342615;;;;Ajout
1339186;;;;Ajout
1341779;;;;Ajout
1345393;;;;Ajout
1337501;;;;Ajout
1338319;;;;Ajout
1339257;;;;Ajout
1341703;;;;Ajout
1346677;;;;Ajout
1344873;;;;Ajout
1345786;;;;Ajout
1341903;;;;Ajout
1344744;;;;Ajout
1344881;;;;Ajout
1339040;;;;Ajout
1351371;;;;Ajout
1348374;;;;Ajout
1340723;;;;Ajout
1338609;;;;Ajout
1802226;;;;Ajout
1340750;;;;Ajout
1346888;;;;Ajout
1338826;;;;Ajout
1350242;;;;Ajout
1341932;;;;Ajout
1351780;;;;Ajout
1349796;;;;Ajout
1348062;;;;Ajout
1348534;;;;Ajout
1339385;;;;Ajout
1341087;;;;Ajout
1339925;;;;Ajout
1339988;;;;Ajout
1339484;;;;Ajout
1347343;;;;Ajout
1081284;;;;Ajout
1337505;;;;Ajout
1346722;;;;Ajout
1338409;;;;Ajout
1344826;;;;Ajout
1340521;;;;Ajout
1340828;;;;Ajout
1341251;;;;Ajout
1338101;;;;Ajout
1339702;;;;Ajout
1337980;;;;Ajout
1346063;;;;Ajout
1344822;;;;Ajout
1341898;;;;Ajout
1339370;;;;Ajout
1337351;;;;Ajout
1347400;;;;Ajout
1339303;;;;Ajout
1337679;;;;Ajout
1688978;;;;Ajout
1340108;;;;Ajout
1347902;;;;Ajout
1348241;;;;Ajout
1345431;;;;Ajout
1344363;;;;Ajout
1337568;;;;Ajout
1348573;;;;Ajout
1352092;;;;Ajout
1342044;;;;Ajout
1339289;;;;Ajout
1342035;;;;Ajout
1339600;;;;Ajout
1346713;;;;Ajout
1339545;;;;Ajout
1340242;;;;Ajout
1351658;;;;Ajout
1339280;;;;Ajout
1348624;;;;Ajout
1340818;;;;Ajout
1340152;;;;Ajout
131521;;;;Ajout
175246;;;;Ajout
1346602;;;;Ajout
1347795;;;;Ajout
1337593;;;;Ajout
1346447;;;;Ajout
1351467;;;;Ajout
1346051;;;;Ajout
1338496;;;;Ajout
1346813;;;;Ajout
1340439;;;;Ajout
1340237;;;;Ajout
1338072;;;;Ajout
1346755;;;;Ajout
1353249;;;;Ajout
1347786;;;;Ajout
1348751;;;;Ajout
1339459;;;;Ajout
1337694;;;;Ajout
1342610;;;;Ajout
1339609;;;;Ajout
1337429;;;;Ajout
1344787;;;;Ajout
1341916;;;;Ajout
1338237;;;;Ajout
1341795;;;;Ajout
1337495;;;;Ajout
1346933;;;;Ajout
1339930;;;;Ajout
1348736;;;;Ajout
1344929;;;;Ajout
1353148;;;;Ajout
1345955;;;;Ajout
1337317;;;;Ajout
1337590;;;;Ajout
1347325;;;;Ajout
1339654;;;;Ajout
1337499;;;;Ajout
1345373;;;;Ajout
1337635;;;;Ajout
1338592;;;;Ajout
1337536;;;;Ajout
1348128;;;;Ajout
1337602;;;;Ajout
1337471;;;;Ajout
1338764;;;;Ajout
186278;;;;Ajout
1340438;;;;Ajout
1346044;;;;Ajout
1339250;;;;Ajout
1346824;;;;Ajout
1343165;;;;Ajout
1348895;;;;Ajout
1339559;;;;Ajout
1353134;;;;Ajout
1338931;;;;Ajout
1338320;;;;Ajout
1347937;;;;Ajout
1338256;;;;Ajout
1339682;;;;Ajout
1345315;;;;Ajout
1337580;;;;Ajout
1367050;;;;Ajout
1341410;;;;Ajout
1764162;;;;Ajout
1338557;;;;Ajout
1339418;;;;Ajout
1348564;;;;Ajout
1340080;;;;Ajout
1340163;;;;Ajout
1340325;;;;Ajout
1339187;;;;Ajout
191857;;;;Ajout
1347264;;;;Ajout
1340046;;;;Ajout
1341776;;;;Ajout
1344749;;;;Ajout
1337838;;;;Ajout
1347366;;;;Ajout
1339240;;;;Ajout
1338007;;;;Ajout
1472684;;;;Ajout
1340598;;;;Ajout
1339261;;;;Ajout
1345842;;;;Ajout
1348486;;;;Ajout
1340856;;;;Ajout
1339441;;;;Ajout
1338962;;;;Ajout
1348618;;;;Ajout
1347933;;;;Ajout
640962;;;;Ajout
1344299;;;;Ajout
1338635;;;;Ajout
1340164;;;;Ajout
1340518;;;;Ajout
1338817;;;;Ajout
1339691;;;;Ajout
1339367;;;;Ajout
1345505;;;;Ajout
1339644;;;;Ajout
1338598;;;;Ajout
1367049;;;;Ajout
1338246;;;;Ajout
1338890;;;;Ajout
1341343;;;;Ajout
1353086;;;;Ajout
168266;;;;Ajout
1346865;;;;Ajout
1338257;;;;Ajout
1340177;;;;Ajout
1339618;;;;Ajout
1348056;;;;Ajout
1337206;;;;Ajout
1346834;;;;Ajout
1340933;;;;Ajout
1339014;;;;Ajout
1348665;;;;Ajout
1339635;;;;Ajout
1351561;;;;Ajout
1340916;;;;Ajout
1337355;;;;Ajout
1340546;;;;Ajout
1338150;;;;Ajout
1352222;;;;Ajout
1338264;;;;Ajout
1348758;;;;Ajout
1338673;;;;Ajout
1341902;;;;Ajout
1341758;;;;Ajout
1340082;;;;Ajout
2498231;;;;Ajout
1337374;;;;Ajout
1338303;;;;Ajout
1366722;;;;Ajout
1339681;;;;Ajout
1339483;;;;Ajout
180913;;;;Ajout
1338497;;;;Ajout
1337354;;;;Ajout
1338115;;;;Ajout
1347656;;;;Ajout
1344274;;;;Ajout
1347139;;;;Ajout
1339808;;;;Ajout
1347430;;;;Ajout
1347899;;;;Ajout
1341153;;;;Ajout
1338759;;;;Ajout
1338258;;;;Ajout
1346850;;;;Ajout
1345385;;;;Ajout
1352062;;;;Ajout
1352784;;;;Ajout
1347397;;;;Ajout
1341813;;;;Ajout
1340815;;;;Ajout
1340171;;;;Ajout
1338255;;;;Ajout
1347960;;;;Ajout
1337585;;;;Ajout
1338424;;;;Ajout
1342570;;;;Ajout
1340527;;;;Ajout
169224;;;;Ajout
1337253;;;;Ajout
1347653;;;;Ajout
1345430;;;;Ajout
1340330;;;;Ajout
1340651;;;;Ajout
1345420;;;;Ajout
1338185;;;;Ajout
1340907;;;;Ajout
1341948;;;;Ajout
1345321;;;;Ajout
1340766;;;;Ajout
1351781;;;;Ajout
1338042;;;;Ajout
1340617;;;;Ajout
1337600;;;;Ajout
1338584;;;;Ajout
1345460;;;;Ajout
1351872;;;;Ajout
1350248;;;;Ajout
1353116;;;;Ajout
1339305;;;;Ajout
1345444;;;;Ajout
180799;;;;Ajout
1338414;;;;Ajout
1346448;;;;Ajout
1339464;;;;Ajout
167609;;;;Ajout
1337347;;;;Ajout
2477748;;;;Ajout
1337174;;;;Ajout
1339116;;;;Ajout
1337931;;;;Ajout
1352102;;;;Ajout
1347334;;;;Ajout
1341700;;;;Ajout
1347162;;;;Ajout
1337283;;;;Ajout
1341729;;;;Ajout
2575992;;;;Ajout
1340897;;;;Ajout
1346628;;;;Ajout
1339409;;;;Ajout
1338297;;;;Ajout
1340061;;;;Ajout
1338495;;;;Ajout
1337378;;;;Ajout
1348026;;;;Ajout
1341882;;;;Ajout
1346842;;;;Ajout
1338755;;;;Ajout
1339805;;;;Ajout
1339166;;;;Ajout
1341894;;;;Ajout
1341144;;;;Ajout
1337899;;;;Ajout
1345977;;;;Ajout
1338435;;;;Ajout
1347208;;;;Ajout
1340774;;;;Ajout
1344375;;;;Ajout
1346021;;;;Ajout
1337608;;;;Ajout
1338127;;;;Ajout
1344780;;;;Ajout
1338318;;;;Ajout
1353262;;;;Ajout
1340098;;;;Ajout
1338732;;;;Ajout
1340432;;;;Ajout
1339656;;;;Ajout
2633603;;;;Ajout
1340627;;;;Ajout
1350259;;;;Ajout
1337685;;;;Ajout
1340028;;;;Ajout
1353222;;;;Ajout
1337783;;;;Ajout
1348986;;;;Ajout
1347455;;;;Ajout
1346693;;;;Ajout
1347791;;;;Ajout
1340029;;;;Ajout
1341701;;;;Ajout
1339678;;;;Ajout
1347136;;;;Ajout
1368005;;;;Ajout
1339008;;;;Ajout
1339157;;;;Ajout
7777008;;;;Ajout
1338894;;;;Ajout
1337451;;;;Ajout
1344882;;;;Ajout
1344746;;;;Ajout
1344782;;;;Ajout
1341811;;;;Ajout
1345324;;;;Ajout
1339062;;;;Ajout
1340154;;;;Ajout
1341249;;;;Ajout
1344792;;;;Ajout
1340901;;;;Ajout
1348029;;;;Ajout
1341771;;;;Ajout
1345933;;;;Ajout
1360963;;;;Ajout
1341057;;;;Ajout
1345841;;;;Ajout
1344313;;;;Ajout
1338336;;;;Ajout
1339522;;;;Ajout
1344888;;;;Ajout
1347198;;;;Ajout
1348706;;;;Ajout
1351721;;;;Ajout
1346822;;;;Ajout
1338792;;;;Ajout
1341809;;;;Ajout
1347165;;;;Ajout
1338617;;;;Ajout
1337497;;;;Ajout
1346721;;;;Ajout
2634545;;;;Ajout
1347204;;;;Ajout
1338586;;;;Ajout
1339523;;;;Ajout
1766081;;;;Ajout
1337402;;;;Ajout
1340899;;;;Ajout
1344910;;;;Ajout
1337500;;;;Ajout
1344295;;;;Ajout
1339561;;;;Ajout
1337953;;;;Ajout
1339190;;;;Ajout
1345929;;;;Ajout
1338041;;;;Ajout
1337376;;;;Ajout
1339241;;;;Ajout
1352254;;;;Ajout
1347459;;;;Ajout
1341412;;;;Ajout
1344745;;;;Ajout
1340105;;;;Ajout
1341696;;;;Ajout
1360964;;;;Ajout
1341066;;;;Ajout
1348947;;;;Ajout
1343704;;;;Ajout
1339677;;;;Ajout
1341176;;;;Ajout
1352061;;;;Ajout
1346896;;;;Ajout
1337943;;;;Ajout
1352012;;;;Ajout
1337288;;;;Ajout
1338865;;;;Ajout
1346795;;;;Ajout
1345424;;;;Ajout
1337846;;;;Ajout
1340233;;;;Ajout
1346706;;;;Ajout
1337321;;;;Ajout
1343755;;;;Ajout
1339018;;;;Ajout
1350546;;;;Ajout
1344763;;;;Ajout
1347340;;;;Ajout
1338671;;;;Ajout
1348535;;;;Ajout
1338242;;;;Ajout
1348939;;;;Ajout
1337923;;;;Ajout
1345317;;;;Ajout
1337343;;;;Ajout
1337840;;;;Ajout
1338588;;;;Ajout
1337482;;;;Ajout
1352237;;;;Ajout
1347330;;;;Ajout
1340752;;;;Ajout
1342591;;;;Ajout
1347883;;;;Ajout
1341757;;;;Ajout
1341281;;;;Ajout
1339421;;;;Ajout
1353660;;;;Ajout
1338172;;;;Ajout
1339553;;;;Ajout
1337294;;;;Ajout
1344788;;;;Ajout
1341438;;;;Ajout
1352224;;;;Ajout
1349507;;;;Ajout
1346598;;;;Ajout
1347371;;;;Ajout
1337370;;;;Ajout
1345494;;;;Ajout
1347356;;;;Ajout
1348660;;;;Ajout
1345980;;;;Ajout
1346855;;;;Ajout
1340770;;;;Ajout
1341286;;;;Ajout
1337854;;;;Ajout
1339463;;;;Ajout
1337439;;;;Ajout
1338821;;;;Ajout
1339013;;;;Ajout
1343172;;;;Ajout
1338316;;;;Ajout
1345255;;;;Ajout
1338292;;;;Ajout
1338909;;;;Ajout
1337628;;;;Ajout
1352263;;;;Ajout
1344920;;;;Ajout
1352148;;;;Ajout
1339417;;;;Ajout
1337851;;;;Ajout
1340094;;;;Ajout
1352253;;;;Ajout
1340740;;;;Ajout
1341810;;;;Ajout
1338717;;;;Ajout
1340593;;;;Ajout
1344279;;;;Ajout
1340049;;;;Ajout
1343753;;;;Ajout
1339581;;;;Ajout
1337475;;;;Ajout
1339009;;;;Ajout
1347650;;;;Ajout
1340087;;;;Ajout
1340826;;;;Ajout
1348744;;;;Ajout
1338820;;;;Ajout
1346516;;;;Ajout
1338627;;;;Ajout
1337388;;;;Ajout
1352374;;;;Ajout
1338311;;;;Ajout
1339570;;;;Ajout
1341449;;;;Ajout
1349506;;;;Ajout
1339983;;;;Ajout
1341767;;;;Ajout
1337936;;;;Ajout
1344362;;;;Ajout
1343169;;;;Ajout
1337360;;;;Ajout
1345376;;;;Ajout
1390082;;;;Ajout
1347353;;;;Ajout
1348114;;;;Ajout
1343171;;;;Ajout
1337704;;;;Ajout
1339434;;;;Ajout
1337604;;;;Ajout
1344266;;;;Ajout
1338593;;;;Ajout
1340753;;;;Ajout
1339302;;;;Ajout
1346739;;;;Ajout
1340520;;;;Ajout
1337909;;;;Ajout
1340653;;;;Ajout
1348292;;;;Ajout
1351804;;;;Ajout
1338236;;;;Ajout
1344750;;;;Ajout
1347920;;;;Ajout
1348975;;;;Ajout
1348252;;;;Ajout
1348945;;;;Ajout
1337676;;;;Ajout
1337494;;;;Ajout
181860;;;;Ajout
1343270;;;;Ajout
433281;;;;Ajout
1339937;;;;Ajout
1337339;;;;Ajout
1339066;;;;Ajout
1351795;;;;Ajout
1340908;;;;Ajout
1347412;;;;Ajout
1341194;;;;Ajout
1338002;;;;Ajout
1338830;;;;Ajout
1337472;;;;Ajout
1338029;;;;Ajout
1351657;;;;Ajout
1346620;;;;Ajout
1337322;;;;Ajout
1346675;;;;Ajout
1338818;;;;Ajout
1338948;;;;Ajout
1353131;;;;Ajout
1338056;;;;Ajout
1350261;;;;Ajout
1348574;;;;Ajout
1337478;;;;Ajout
1350380;;;;Ajout
1348246;;;;Ajout
1348515;;;;Ajout
1347129;;;;Ajout
1338054;;;;Ajout
1338412;;;;Ajout
1340320;;;;Ajout
1339032;;;;Ajout
1337833;;;;Ajout
1338782;;;;Ajout
1344875;;;;Ajout
1337900;;;;Ajout
1341654;;;;Ajout
1346597;;;;Ajout
1340149;;;;Ajout
1333181;;;;Ajout
1353464;;;;Ajout
1344917;;;;Ajout
1345427;;;;Ajout
1348530;;;;Ajout
1337309;;;;Ajout
1342003;;;;Ajout
1347489;;;;Ajout
1338164;;;;Ajout
1344860;;;;Ajout
1352961;;;;Ajout
1345046;;;;Ajout
1343757;;;;Ajout
1347494;;;;Ajout
1337576;;;;Ajout
1337314;;;;Ajout
1337672;;;;Ajout
1348378;;;;Ajout
1339383;;;;Ajout
1352273;;;;Ajout
1352800;;;;Ajout
1340902;;;;Ajout
1343050;;;;Ajout
1339246;;;;Ajout
1799026;;;;Ajout
1339657;;;;Ajout
1348889;;;;Ajout
1338312;;;;Ajout
1346491;;;;Ajout
1341998;;;;Ajout
1345899;;;;Ajout
1338060;;;;Ajout
1337756;;;;Ajout
1348749;;;;Ajout
1347292;;;;Ajout
1347801;;;;Ajout
1341184;;;;Ajout
1348290;;;;Ajout
1340490;;;;Ajout
1338343;;;;Ajout
1345987;;;;Ajout
1345409;;;;Ajout
1339451;;;;Ajout
1674566;;;;Ajout
1338616;;;;Ajout
1340679;;;;Ajout
1345962;;;;Ajout
1338932;;;;Ajout
1337486;;;;Ajout
1337469;;;;Ajout
1346716;;;;Ajout
1339059;;;;Ajout
1340735;;;;Ajout
1337687;;;;Ajout
1348033;;;;Ajout
1340678;;;;Ajout
1345389;;;;Ajout
1345316;;;;Ajout
1338479;;;;Ajout
1338110;;;;Ajout
1352272;;;;Ajout
1345426;;;;Ajout
1353255;;;;Ajout
1339181;;;;Ajout
1348107;;;;Ajout
1339296;;;;Ajout
1347199;;;;Ajout
1341735;;;;Ajout
1342013;;;;Ajout
1347488;;;;Ajout
1352538;;;;Ajout
1337387;;;;Ajout
3106228;;;;Ajout
1349517;;;;Ajout
1345379;;;;Ajout
1352918;;;;Ajout
1348886;;;;Ajout
1352232;;;;Ajout
1338161;;;;Ajout
1341926;;;;Ajout
1353269;;;;Ajout
1337433;;;;Ajout
1338849;;;;Ajout
1347332;;;;Ajout
1353374;;;;Ajout
1340772;;;;Ajout
1337666;;;;Ajout
1339076;;;;Ajout
