pt_code;Attribut;Valeur N-1;Valeur N;Type
7783083;;;;Ajout
7888945;;;;Ajout
7783082;;;;Ajout
7856671;;;;Ajout
7912719;;;;Ajout
7783087;;;;Ajout
7847989;;;;Ajout
7832948;;;;Ajout
7850292;;;;Ajout
7855674;;;;Ajout
7800317;;;;Ajout
7859218;;;;Ajout
7991455;;;;Ajout
7837452;;;;Ajout
7826569;;;;Ajout
7796160;;;;Ajout
7838133;;;;Ajout
7902721;;;;Ajout
7838404;;;;Ajout
7912661;;;;Ajout
7906226;;;;Ajout
7876827;;;;Ajout
7991665;;;;Ajout
7833272;;;;Ajout
7837440;;;;Ajout
7798462;;;;Ajout
7803201;;;;Ajout
7855676;;;;Ajout
7871364;;;;Ajout
7783070;;;;Ajout
7796174;;;;Ajout
7796195;;;;Ajout
7901112;;;;Ajout
7830089;;;;Ajout
7850237;;;;Ajout
7859405;;;;Ajout
7994559;;;;Ajout
7798425;;;;Ajout
7800323;;;;Ajout
7783047;;;;Ajout
7873272;;;;Ajout
7790071;;;;Ajout
7795245;;;;Ajout
7899842;;;;Ajout
7890552;;;;Ajout
7850232;;;;Ajout
7859376;;;;Ajout
7859262;;;;Ajout
7877133;;;;Ajout
7877151;;;;Ajout
7859341;;;;Ajout
7790075;;;;Ajout
7871757;;;;Ajout
7872305;;;;Ajout
7783125;;;;Ajout
7782709;;;;Ajout
7800312;;;;Ajout
7833270;;;;Ajout
7859190;;;;Ajout
7859372;;;;Ajout
7800338;;;;Ajout
7829427;;;;Ajout
7861428;;;;Ajout
7796153;;;;Ajout
7883518;;;;Ajout
7850258;;;;Ajout
7912634;;;;Ajout
7782711;;;;Ajout
7838121;;;;Ajout
7833911;;;;Ajout
7871400;;;;Ajout
7789129;;;;Ajout
7973745;;;;Ajout
7876835;;;;Ajout
7948837;;;;Ajout
7963537;;;;Ajout
7905595;;;;Ajout
7883861;;;;Ajout
7833918;;;;Ajout
7902714;;;;Ajout
7991045;;;;Ajout
7902741;;;;Ajout
7833913;;;;Ajout
7783052;;;;Ajout
7991393;;;;Ajout
7963540;;;;Ajout
7906227;;;;Ajout
7883828;;;;Ajout
7819833;;;;Ajout
7811840;;;;Ajout
7899883;;;;Ajout
7883855;;;;Ajout
7855689;;;;Ajout
7783103;;;;Ajout
7830082;;;;Ajout
7876810;;;;Ajout
7876831;;;;Ajout
7783039;;;;Ajout
7912731;;;;Ajout
7798468;;;;Ajout
7912712;;;;Ajout
7915883;;;;Ajout
7859225;;;;Ajout
7830079;;;;Ajout
7850249;;;;Ajout
7855705;;;;Ajout
7994577;;;;Ajout
7912651;;;;Ajout
7883534;;;;Ajout
7948840;;;;Ajout
7859271;;;;Ajout
7948831;;;;Ajout
7830101;;;;Ajout
7915846;;;;Ajout
7796199;;;;Ajout
7838417;;;;Ajout
7883827;;;;Ajout
7838119;;;;Ajout
7827254;;;;Ajout
7915888;;;;Ajout
7855683;;;;Ajout
7800330;;;;Ajout
7827261;;;;Ajout
7819849;;;;Ajout
7783043;;;;Ajout
7829431;;;;Ajout
7855694;;;;Ajout
7926413;;;;Ajout
7883854;;;;Ajout
7901110;;;;Ajout
7826562;;;;Ajout
7991444;;;;Ajout
7838123;;;;Ajout
7859352;;;;Ajout
7871404;;;;Ajout
7994556;;;;Ajout
7850272;;;;Ajout
7859373;;;;Ajout
7811828;;;;Ajout
7859383;;;;Ajout
7819869;;;;Ajout
7837435;;;;Ajout
7859203;;;;Ajout
7789121;;;;Ajout
7827253;;;;Ajout
7811842;;;;Ajout
7830085;;;;Ajout
7789193;;;;Ajout
7783034;;;;Ajout
7800341;;;;Ajout
7915867;;;;Ajout
7871758;;;;Ajout
7859403;;;;Ajout
7811876;;;;Ajout
7837451;;;;Ajout
7912680;;;;Ajout
7819872;;;;Ajout
7855723;;;;Ajout
7991414;;;;Ajout
7789123;;;;Ajout
7906549;;;;Ajout
7991379;;;;Ajout
7906866;;;;Ajout
7850260;;;;Ajout
7883200;;;;Ajout
7827210;;;;Ajout
7905282;;;;Ajout
7827190;;;;Ajout
8007033;;;;Ajout
7798415;;;;Ajout
7837449;;;;Ajout
7829438;;;;Ajout
7883520;;;;Ajout
7991384;;;;Ajout
7877112;;;;Ajout
7848004;;;;Ajout
7827247;;;;Ajout
7859244;;;;Ajout
7830386;;;;Ajout
7811866;;;;Ajout
7963521;;;;Ajout
7948835;;;;Ajout
7876828;;;;Ajout
7905283;;;;Ajout
7973752;;;;Ajout
7899882;;;;Ajout
7789199;;;;Ajout
7834234;;;;Ajout
7890548;;;;Ajout
7948810;;;;Ajout
7991359;;;;Ajout
7838397;;;;Ajout
7883860;;;;Ajout
7905271;;;;Ajout
7912660;;;;Ajout
7827213;;;;Ajout
7883839;;;;Ajout
7883832;;;;Ajout
7877113;;;;Ajout
7915840;;;;Ajout
7861447;;;;Ajout
7876823;;;;Ajout
7912699;;;;Ajout
7871353;;;;Ajout
7798454;;;;Ajout
7827201;;;;Ajout
7838099;;;;Ajout
7873278;;;;Ajout
7819842;;;;Ajout
7783032;;;;Ajout
7904955;;;;Ajout
7890547;;;;Ajout
7848001;;;;Ajout
7837818;;;;Ajout
7888327;;;;Ajout
7837784;;;;Ajout
7902708;;;;Ajout
7926414;;;;Ajout
7798419;;;;Ajout
7876785;;;;Ajout
7994567;;;;Ajout
7883257;;;;Ajout
7837785;;;;Ajout
7901117;;;;Ajout
7899873;;;;Ajout
7876830;;;;Ajout
7789115;;;;Ajout
7948814;;;;Ajout
7887360;;;;Ajout
7859410;;;;Ajout
7800315;;;;Ajout
7926405;;;;Ajout
7811875;;;;Ajout
7783028;;;;Ajout
7827244;;;;Ajout
7877111;;;;Ajout
7948830;;;;Ajout
7847990;;;;Ajout
7838424;;;;Ajout
7783029;;;;Ajout
7811825;;;;Ajout
8049585;;;;Ajout
7899872;;;;Ajout
7783098;;;;Ajout
7991666;;;;Ajout
7819831;;;;Ajout
7883186;;;;Ajout
7795246;;;;Ajout
7838120;;;;Ajout
7991401;;;;Ajout
7877129;;;;Ajout
7827212;;;;Ajout
7796156;;;;Ajout
7991426;;;;Ajout
7861434;;;;Ajout
7912655;;;;Ajout
7803194;;;;Ajout
7883853;;;;Ajout
7991367;;;;Ajout
7871392;;;;Ajout
7991358;;;;Ajout
7915874;;;;Ajout
7800348;;;;Ajout
7856643;;;;Ajout
7991044;;;;Ajout
7901111;;;;Ajout
7859412;;;;Ajout
7783109;;;;Ajout
7911036;;;;Ajout
7838080;;;;Ajout
7859274;;;;Ajout
7859196;;;;Ajout
7803190;;;;Ajout
7782723;;;;Ajout
7855720;;;;Ajout
7838107;;;;Ajout
7827211;;;;Ajout
7783036;;;;Ajout
7819862;;;;Ajout
7783081;;;;Ajout
7899857;;;;Ajout
7912656;;;;Ajout
7963515;;;;Ajout
7819846;;;;Ajout
7991351;;;;Ajout
7899888;;;;Ajout
7838087;;;;Ajout
7859326;;;;Ajout
7782710;;;;Ajout
7859187;;;;Ajout
7783086;;;;Ajout
7991437;;;;Ajout
7888329;;;;Ajout
7796202;;;;Ajout
7798464;;;;Ajout
7912692;;;;Ajout
7838071;;;;Ajout
7991381;;;;Ajout
7905919;;;;Ajout
7899827;;;;Ajout
7838422;;;;Ajout
7926385;;;;Ajout
7798458;;;;Ajout
7833599;;;;Ajout
7789131;;;;Ajout
7811883;;;;Ajout
7838112;;;;Ajout
7902713;;;;Ajout
7883509;;;;Ajout
7833596;;;;Ajout
7850270;;;;Ajout
7800335;;;;Ajout
7856639;;;;Ajout
7837750;;;;Ajout
7915844;;;;Ajout
7948824;;;;Ajout
7948803;;;;Ajout
7948799;;;;Ajout
7991700;;;;Ajout
7859356;;;;Ajout
7871374;;;;Ajout
7830106;;;;Ajout
7859401;;;;Ajout
7859404;;;;Ajout
7834229;;;;Ajout
7838390;;;;Ajout
7826572;;;;Ajout
7783114;;;;Ajout
7859276;;;;Ajout
7899837;;;;Ajout
7963550;;;;Ajout
7798478;;;;Ajout
7991352;;;;Ajout
7811882;;;;Ajout
7877128;;;;Ajout
7827222;;;;Ajout
7871352;;;;Ajout
7991692;;;;Ajout
7883530;;;;Ajout
7876821;;;;Ajout
7859219;;;;Ajout
7888328;;;;Ajout
7861441;;;;Ajout
7838142;;;;Ajout
7837445;;;;Ajout
7859384;;;;Ajout
7991458;;;;Ajout
7899831;;;;Ajout
7798472;;;;Ajout
7861747;;;;Ajout
7873593;;;;Ajout
8005117;;;;Ajout
7830070;;;;Ajout
7905266;;;;Ajout
7798387;;;;Ajout
7855711;;;;Ajout
7819851;;;;Ajout
7877105;;;;Ajout
7859316;;;;Ajout
7883826;;;;Ajout
7859323;;;;Ajout
7795241;;;;Ajout
7906548;;;;Ajout
7904957;;;;Ajout
7991430;;;;Ajout
7871350;;;;Ajout
7991394;;;;Ajout
7783080;;;;Ajout
7850294;;;;Ajout
7856670;;;;Ajout
7850286;;;;Ajout
8000314;;;;Ajout
7915873;;;;Ajout
7861430;;;;Ajout
7883253;;;;Ajout
7783134;;;;Ajout
7991445;;;;Ajout
7783084;;;;Ajout
7904628;;;;Ajout
7859239;;;;Ajout
7856648;;;;Ajout
7859252;;;;Ajout
7926390;;;;Ajout
7783105;;;;Ajout
7887668;;;;Ajout
7915850;;;;Ajout
7859228;;;;Ajout
7856646;;;;Ajout
8003517;;;;Ajout
7904946;;;;Ajout
7833589;;;;Ajout
7830071;;;;Ajout
7915853;;;;Ajout
7883516;;;;Ajout
7837819;;;;Ajout
7994555;;;;Ajout
7912669;;;;Ajout
7850251;;;;Ajout
7906238;;;;Ajout
7883527;;;;Ajout
7963517;;;;Ajout
7833914;;;;Ajout
7973748;;;;Ajout
7873280;;;;Ajout
7850252;;;;Ajout
7859230;;;;Ajout
7899860;;;;Ajout
7800308;;;;Ajout
7876787;;;;Ajout
7796193;;;;Ajout
7859195;;;;Ajout
7787505;;;;Ajout
7798436;;;;Ajout
7837767;;;;Ajout
7948807;;;;Ajout
7905272;;;;Ajout
7837800;;;;Ajout
7783094;;;;Ajout
7798420;;;;Ajout
7832949;;;;Ajout
7861462;;;;Ajout
7798470;;;;Ajout
7859367;;;;Ajout
7830102;;;;Ajout
7912649;;;;Ajout
7850244;;;;Ajout
7827216;;;;Ajout
7906872;;;;Ajout
7991397;;;;Ajout
7994565;;;;Ajout
7899862;;;;Ajout
7789751;;;;Ajout
7912646;;;;Ajout
7838069;;;;Ajout
7963513;;;;Ajout
7855688;;;;Ajout
7838137;;;;Ajout
7782718;;;;Ajout
7912632;;;;Ajout
7811879;;;;Ajout
7912626;;;;Ajout
7963525;;;;Ajout
7859395;;;;Ajout
7963519;;;;Ajout
7991364;;;;Ajout
7887666;;;;Ajout
7902727;;;;Ajout
7883273;;;;Ajout
7819834;;;;Ajout
7883280;;;;Ajout
7789191;;;;Ajout
7848009;;;;Ajout
7856654;;;;Ajout
7782726;;;;Ajout
7890546;;;;Ajout
7899834;;;;Ajout
7912628;;;;Ajout
7829434;;;;Ajout
7899841;;;;Ajout
7789108;;;;Ajout
7883246;;;;Ajout
7798460;;;;Ajout
8007026;;;;Ajout
7783056;;;;Ajout
7883270;;;;Ajout
7837822;;;;Ajout
7837817;;;;Ajout
7861465;;;;Ajout
7912713;;;;Ajout
7906547;;;;Ajout
7798400;;;;Ajout
8201906;;;;Ajout
7796147;;;;Ajout
7795510;;;;Ajout
7915876;;;;Ajout
7848007;;;;Ajout
7877120;;;;Ajout
7861464;;;;Ajout
7827199;;;;Ajout
7991363;;;;Ajout
8104306;;;;Ajout
7855680;;;;Ajout
7901106;;;;Ajout
7827229;;;;Ajout
7877154;;;;Ajout
7871372;;;;Ajout
8000313;;;;Ajout
7819853;;;;Ajout
7871395;;;;Ajout
7855725;;;;Ajout
7915869;;;;Ajout
7883511;;;;Ajout
7803211;;;;Ajout
7887669;;;;Ajout
7796190;;;;Ajout
7798480;;;;Ajout
8004797;;;;Ajout
7963546;;;;Ajout
7912693;;;;Ajout
7991461;;;;Ajout
7829429;;;;Ajout
7789196;;;;Ajout
7991677;;;;Ajout
7833271;;;;Ajout
7871370;;;;Ajout
7887679;;;;Ajout
7829425;;;;Ajout
7948819;;;;Ajout
7877135;;;;Ajout
7861486;;;;Ajout
7912708;;;;Ajout
7800344;;;;Ajout
7796198;;;;Ajout
7876839;;;;Ajout
7830075;;;;Ajout
7876807;;;;Ajout
7901108;;;;Ajout
7783049;;;;Ajout
7783102;;;;Ajout
7856647;;;;Ajout
7803187;;;;Ajout
7800333;;;;Ajout
7856658;;;;Ajout
7926399;;;;Ajout
7783051;;;;Ajout
7877110;;;;Ajout
7837432;;;;Ajout
7905268;;;;Ajout
7899833;;;;Ajout
7861484;;;;Ajout
7789125;;;;Ajout
7871397;;;;Ajout
7834235;;;;Ajout
7847992;;;;Ajout
7855707;;;;Ajout
7871345;;;;Ajout
7819861;;;;Ajout
7819839;;;;Ajout
7783127;;;;Ajout
7973774;;;;Ajout
7859364;;;;Ajout
7850300;;;;Ajout
7948789;;;;Ajout
7855699;;;;Ajout
7789194;;;;Ajout
7838111;;;;Ajout
7837427;;;;Ajout
7991694;;;;Ajout
7833594;;;;Ajout
7789111;;;;Ajout
7994552;;;;Ajout
7811853;;;;Ajout
7899877;;;;Ajout
7859212;;;;Ajout
7871391;;;;Ajout
7883517;;;;Ajout
7905296;;;;Ajout
7994560;;;;Ajout
7782713;;;;Ajout
7899891;;;;Ajout
7912678;;;;Ajout
7861480;;;;Ajout
7783113;;;;Ajout
7905279;;;;Ajout
7871380;;;;Ajout
7912688;;;;Ajout
7905294;;;;Ajout
7798453;;;;Ajout
7948839;;;;Ajout
7883258;;;;Ajout
7877130;;;;Ajout
7798395;;;;Ajout
7994566;;;;Ajout
7838398;;;;Ajout
8000315;;;;Ajout
7830098;;;;Ajout
7832959;;;;Ajout
7783079;;;;Ajout
7861467;;;;Ajout
7991685;;;;Ajout
7800325;;;;Ajout
7906560;;;;Ajout
7795508;;;;Ajout
7912690;;;;Ajout
7912638;;;;Ajout
7902726;;;;Ajout
7782720;;;;Ajout
8003519;;;;Ajout
7783078;;;;Ajout
7859353;;;;Ajout
7850273;;;;Ajout
7859186;;;;Ajout
7883833;;;;Ajout
7838132;;;;Ajout
7991429;;;;Ajout
7838077;;;;Ajout
7926393;;;;Ajout
7859397;;;;Ajout
7837752;;;;Ajout
7789746;;;;Ajout
7873275;;;;Ajout
7861429;;;;Ajout
7838414;;;;Ajout
7883201;;;;Ajout
7876802;;;;Ajout
7859392;;;;Ajout
7832946;;;;Ajout
7827238;;;;Ajout
7800337;;;;Ajout
7838392;;;;Ajout
7902725;;;;Ajout
7830405;;;;Ajout
7855704;;;;Ajout
7991464;;;;Ajout
7991671;;;;Ajout
7782730;;;;Ajout
7827215;;;;Ajout
7837791;;;;Ajout
7963509;;;;Ajout
7883522;;;;Ajout
7856659;;;;Ajout
7883254;;;;Ajout
7790079;;;;Ajout
7811838;;;;Ajout
7798444;;;;Ajout
7827226;;;;Ajout
7827227;;;;Ajout
7798422;;;;Ajout
8007036;;;;Ajout
7991400;;;;Ajout
7859231;;;;Ajout
7948833;;;;Ajout
7991390;;;;Ajout
7850287;;;;Ajout
7877109;;;;Ajout
7905592;;;;Ajout
7905289;;;;Ajout
7789107;;;;Ajout
7827231;;;;Ajout
7948843;;;;Ajout
7912706;;;;Ajout
7855673;;;;Ajout
7906550;;;;Ajout
7838070;;;;Ajout
7861468;;;;Ajout
7948809;;;;Ajout
7798397;;;;Ajout
7847988;;;;Ajout
7850301;;;;Ajout
7800322;;;;Ajout
7819825;;;;Ajout
7911037;;;;Ajout
7838102;;;;Ajout
7859243;;;;Ajout
7826573;;;;Ajout
7838416;;;;Ajout
8003518;;;;Ajout
7838103;;;;Ajout
7912677;;;;Ajout
7883825;;;;Ajout
7912644;;;;Ajout
7926397;;;;Ajout
7798396;;;;Ajout
7871377;;;;Ajout
7994547;;;;Ajout
7826564;;;;Ajout
7795867;;;;Ajout
7819855;;;;Ajout
7991432;;;;Ajout
7819829;;;;Ajout
7819863;;;;Ajout
7994575;;;;Ajout
7811881;;;;Ajout
7912645;;;;Ajout
7789198;;;;Ajout
7837777;;;;Ajout
7798450;;;;Ajout
8007030;;;;Ajout
7994550;;;;Ajout
7796164;;;;Ajout
7811872;;;;Ajout
1346035;;;;Suppression
1453122;;;;Suppression
1342608;;;;Suppression
1342044;;;;Suppression
1341172;;;;Suppression
1342590;;;;Suppression
1352785;;;;Suppression
1367049;;;;Suppression
1341737;;;;Suppression
1337436;;;;Suppression
1347294;;;;Suppression
1338866;;;;Suppression
1339653;;;;Suppression
1337458;;;;Suppression
1340612;;;;Suppression
1337696;;;;Suppression
2521585;;;;Suppression
1338177;;;;Suppression
1340520;;;;Suppression
1338594;;;;Suppression
1347886;;;;Suppression
1345445;;;;Suppression
1339290;;;;Suppression
1346796;;;;Suppression
1339709;;;;Suppression
1337596;;;;Suppression
1339292;;;;Suppression
1337990;;;;Suppression
1340674;;;;Suppression
1337608;;;;Suppression
1344792;;;;Suppression
1348734;;;;Suppression
1345257;;;;Suppression
1338284;;;;Suppression
1339185;;;;Suppression
1345421;;;;Suppression
1339000;;;;Suppression
1346868;;;;Suppression
1338601;;;;Suppression
1337432;;;;Suppression
1344276;;;;Suppression
1348486;;;;Suppression
1347262;;;;Suppression
1338036;;;;Suppression
1337974;;;;Suppression
1339244;;;;Suppression
1337342;;;;Suppression
1352798;;;;Suppression
1345006;;;;Suppression
1337776;;;;Suppression
1348972;;;;Suppression
1340758;;;;Suppression
1341872;;;;Suppression
1347334;;;;Suppression
1347974;;;;Suppression
1339512;;;;Suppression
1340239;;;;Suppression
1369934;;;;Suppression
1360645;;;;Suppression
1337286;;;;Suppression
1339074;;;;Suppression
1340597;;;;Suppression
1345936;;;;Suppression
1352101;;;;Suppression
1338493;;;;Suppression
1337284;;;;Suppression
1338322;;;;Suppression
1341343;;;;Suppression
573121;;;;Suppression
1339484;;;;Suppression
1763524;;;;Suppression
1337507;;;;Suppression
1340064;;;;Suppression
1347291;;;;Suppression
1347937;;;;Suppression
1347770;;;;Suppression
1338105;;;;Suppression
1353372;;;;Suppression
1351804;;;;Suppression
1338315;;;;Suppression
1337377;;;;Suppression
1347783;;;;Suppression
1352263;;;;Suppression
1344275;;;;Suppression
1346756;;;;Suppression
1339361;;;;Suppression
1345457;;;;Suppression
1341876;;;;Suppression
1339050;;;;Suppression
1341060;;;;Suppression
1347531;;;;Suppression
1352231;;;;Suppression
1339448;;;;Suppression
1338029;;;;Suppression
1342645;;;;Suppression
1339496;;;;Suppression
1342614;;;;Suppression
1347892;;;;Suppression
1344888;;;;Suppression
1345383;;;;Suppression
1343704;;;;Suppression
1339435;;;;Suppression
1341950;;;;Suppression
1337340;;;;Suppression
1339689;;;;Suppression
1347406;;;;Suppression
1340166;;;;Suppression
1337393;;;;Suppression
1338007;;;;Suppression
1352804;;;;Suppression
1344787;;;;Suppression
1342028;;;;Suppression
1340042;;;;Suppression
1339018;;;;Suppression
1345320;;;;Suppression
1342643;;;;Suppression
1341867;;;;Suppression
1345912;;;;Suppression
1346690;;;;Suppression
1344298;;;;Suppression
1348502;;;;Suppression
1345410;;;;Suppression
1341887;;;;Suppression
1340690;;;;Suppression
1337581;;;;Suppression
1341731;;;;Suppression
1352404;;;;Suppression
1353461;;;;Suppression
1340685;;;;Suppression
1345761;;;;Suppression
1352117;;;;Suppression
1343723;;;;Suppression
1337989;;;;Suppression
491201;;;;Suppression
6346225;;;;Suppression
1338598;;;;Suppression
1348109;;;;Suppression
1347194;;;;Suppression
1351374;;;;Suppression
1340060;;;;Suppression
1348895;;;;Suppression
1353264;;;;Suppression
1339047;;;;Suppression
1345499;;;;Suppression
1338824;;;;Suppression
1342605;;;;Suppression
1346825;;;;Suppression
1346757;;;;Suppression
1347345;;;;Suppression
1345918;;;;Suppression
1348237;;;;Suppression
1337829;;;;Suppression
1345324;;;;Suppression
1346747;;;;Suppression
180913;;;;Suppression
1346791;;;;Suppression
1347797;;;;Suppression
1347796;;;;Suppression
1340610;;;;Suppression
1338614;;;;Suppression
1347762;;;;Suppression
1338332;;;;Suppression
1339990;;;;Suppression
1346627;;;;Suppression
1344886;;;;Suppression
1352917;;;;Suppression
1346685;;;;Suppression
1338280;;;;Suppression
1339342;;;;Suppression
1346832;;;;Suppression
1337461;;;;Suppression
1763521;;;;Suppression
1339573;;;;Suppression
1338894;;;;Suppression
1353503;;;;Suppression
1339462;;;;Suppression
1345964;;;;Suppression
1348990;;;;Suppression
755203;;;;Suppression
1340825;;;;Suppression
1340165;;;;Suppression
1346803;;;;Suppression
1345939;;;;Suppression
1347897;;;;Suppression
1348028;;;;Suppression
1340652;;;;Suppression
1339178;;;;Suppression
1340746;;;;Suppression
1347337;;;;Suppression
1340156;;;;Suppression
1763523;;;;Suppression
1340164;;;;Suppression
1337266;;;;Suppression
1338659;;;;Suppression
1347368;;;;Suppression
1338823;;;;Suppression
1338004;;;;Suppression
1345987;;;;Suppression
1348968;;;;Suppression
1341253;;;;Suppression
1347214;;;;Suppression
1339309;;;;Suppression
1345985;;;;Suppression
1338845;;;;Suppression
1339701;;;;Suppression
1337906;;;;Suppression
1339526;;;;Suppression
1337922;;;;Suppression
1337514;;;;Suppression
1348019;;;;Suppression
1341194;;;;Suppression
1337764;;;;Suppression
1341700;;;;Suppression
1348058;;;;Suppression
1341412;;;;Suppression
1340773;;;;Suppression
1345259;;;;Suppression
1346486;;;;Suppression
1352290;;;;Suppression
1339440;;;;Suppression
1340090;;;;Suppression
1352131;;;;Suppression
1347449;;;;Suppression
1340691;;;;Suppression
1346844;;;;Suppression
1381762;;;;Suppression
1348623;;;;Suppression
1346688;;;;Suppression
1348025;;;;Suppression
1346452;;;;Suppression
1341147;;;;Suppression
1345905;;;;Suppression
1337835;;;;Suppression
1337983;;;;Suppression
1809905;;;;Suppression
1337499;;;;Suppression
1337638;;;;Suppression
1341313;;;;Suppression
1338870;;;;Suppression
1347418;;;;Suppression
1346715;;;;Suppression
1342610;;;;Suppression
1337292;;;;Suppression
1351796;;;;Suppression
1345365;;;;Suppression
1345916;;;;Suppression
1337280;;;;Suppression
1339463;;;;Suppression
1340059;;;;Suppression
1348739;;;;Suppression
1338168;;;;Suppression
1351715;;;;Suppression
1347903;;;;Suppression
1350247;;;;Suppression
1339636;;;;Suppression
1341793;;;;Suppression
1347347;;;;Suppression
1341898;;;;Suppression
1348884;;;;Suppression
1341192;;;;Suppression
1338125;;;;Suppression
1339989;;;;Suppression
1345431;;;;Suppression
1345917;;;;Suppression
1348003;;;;Suppression
1348762;;;;Suppression
1353648;;;;Suppression
1346833;;;;Suppression
1341927;;;;Suppression
1341285;;;;Suppression
1337315;;;;Suppression
1346034;;;;Suppression
1337304;;;;Suppression
1342586;;;;Suppression
1345003;;;;Suppression
1341766;;;;Suppression
1344791;;;;Suppression
1348147;;;;Suppression
1347325;;;;Suppression
1338652;;;;Suppression
1348765;;;;Suppression
1351513;;;;Suppression
1337604;;;;Suppression
1337777;;;;Suppression
1337663;;;;Suppression
1348031;;;;Suppression
1353342;;;;Suppression
1347161;;;;Suppression
1337938;;;;Suppression
1351997;;;;Suppression
1341994;;;;Suppression
1337397;;;;Suppression
1339523;;;;Suppression
1346063;;;;Suppression
1342573;;;;Suppression
1345254;;;;Suppression
1338649;;;;Suppression
1338034;;;;Suppression
1344365;;;;Suppression
175246;;;;Suppression
1344910;;;;Suppression
1339443;;;;Suppression
1339569;;;;Suppression
1337429;;;;Suppression
1339193;;;;Suppression
1450244;;;;Suppression
1352282;;;;Suppression
1337772;;;;Suppression
1340644;;;;Suppression
1346671;;;;Suppression
1338032;;;;Suppression
1353471;;;;Suppression
1337375;;;;Suppression
1399681;;;;Suppression
1343171;;;;Suppression
1338878;;;;Suppression
1339307;;;;Suppression
1341875;;;;Suppression
1337502;;;;Suppression
1338874;;;;Suppression
1341442;;;;Suppression
1340106;;;;Suppression
1346896;;;;Suppression
1339538;;;;Suppression
1348007;;;;Suppression
1338424;;;;Suppression
1337287;;;;Suppression
1347665;;;;Suppression
1338721;;;;Suppression
1342011;;;;Suppression
1350374;;;;Suppression
1345464;;;;Suppression
1345507;;;;Suppression
1339301;;;;Suppression
1370566;;;;Suppression
1339955;;;;Suppression
1346679;;;;Suppression
1339416;;;;Suppression
1348941;;;;Suppression
1338415;;;;Suppression
1338432;;;;Suppression
1353399;;;;Suppression
1338346;;;;Suppression
1339013;;;;Suppression
1341089;;;;Suppression
1339708;;;;Suppression
1347488;;;;Suppression
1337904;;;;Suppression
1339568;;;;Suppression
1347888;;;;Suppression
1350380;;;;Suppression
1338850;;;;Suppression
1338934;;;;Suppression
1764163;;;;Suppression
1345323;;;;Suppression
1344890;;;;Suppression
1338877;;;;Suppression
1346446;;;;Suppression
1339045;;;;Suppression
1348575;;;;Suppression
1344303;;;;Suppression
1351370;;;;Suppression
1345903;;;;Suppression
1348694;;;;Suppression
1337714;;;;Suppression
1340756;;;;Suppression
1338250;;;;Suppression
1352252;;;;Suppression
1339049;;;;Suppression
1337390;;;;Suppression
1337670;;;;Suppression
1344304;;;;Suppression
1339810;;;;Suppression
1348609;;;;Suppression
1340497;;;;Suppression
1339610;;;;Suppression
1340074;;;;Suppression
1347139;;;;Suppression
1337898;;;;Suppression
1346617;;;;Suppression
1338757;;;;Suppression
1339609;;;;Suppression
1338794;;;;Suppression
1338889;;;;Suppression
1341321;;;;Suppression
1337485;;;;Suppression
1338949;;;;Suppression
1338083;;;;Suppression
1341066;;;;Suppression
172441;;;;Suppression
1340826;;;;Suppression
1338719;;;;Suppression
1346699;;;;Suppression
1338146;;;;Suppression
1360643;;;;Suppression
1340043;;;;Suppression
1344378;;;;Suppression
1341909;;;;Suppression
1337929;;;;Suppression
1348035;;;;Suppression
1340618;;;;Suppression
1340516;;;;Suppression
1345966;;;;Suppression
1352096;;;;Suppression
3101087;;;;Suppression
1339016;;;;Suppression
1338976;;;;Suppression
1337362;;;;Suppression
152927;;;;Suppression
1347125;;;;Suppression
1344372;;;;Suppression
182074;;;;Suppression
1339624;;;;Suppression
1341810;;;;Suppression
1346618;;;;Suppression
1338491;;;;Suppression
1346742;;;;Suppression
1346702;;;;Suppression
1341771;;;;Suppression
1338044;;;;Suppression
1337329;;;;Suppression
1346940;;;;Suppression
1766081;;;;Suppression
1337400;;;;Suppression
1348493;;;;Suppression
1344302;;;;Suppression
1350541;;;;Suppression
1339925;;;;Suppression
1345809;;;;Suppression
1338668;;;;Suppression
1337639;;;;Suppression
1342642;;;;Suppression
1337626;;;;Suppression
1348708;;;;Suppression
1340152;;;;Suppression
1339039;;;;Suppression
1353371;;;;Suppression
1348383;;;;Suppression
167060;;;;Suppression
1337276;;;;Suppression
1340105;;;;Suppression
1348986;;;;Suppression
1348567;;;;Suppression
1338002;;;;Suppression
1337932;;;;Suppression
1339466;;;;Suppression
1350248;;;;Suppression
1346021;;;;Suppression
1337442;;;;Suppression
1351506;;;;Suppression
1339158;;;;Suppression
1345393;;;;Suppression
1338102;;;;Suppression
1343759;;;;Suppression
1351474;;;;Suppression
1351780;;;;Suppression
1352251;;;;Suppression
1346624;;;;Suppression
1341814;;;;Suppression
1337893;;;;Suppression
1338064;;;;Suppression
1367045;;;;Suppression
1346748;;;;Suppression
1338753;;;;Suppression
1342579;;;;Suppression
1337268;;;;Suppression
1342574;;;;Suppression
1347879;;;;Suppression
1344313;;;;Suppression
1347320;;;;Suppression
1345321;;;;Suppression
1340625;;;;Suppression
1347207;;;;Suppression
1344891;;;;Suppression
1348523;;;;Suppression
1348254;;;;Suppression
1352122;;;;Suppression
1337976;;;;Suppression
1346451;;;;Suppression
1338067;;;;Suppression
1339241;;;;Suppression
1347529;;;;Suppression
1341759;;;;Suppression
1340777;;;;Suppression
